booking_id,guest_name,email,listing_id,listing_city,checkin_date,checkout_date,nights,price_per_night,total_price,payment_status,review_score,is_cancelled
BKG-019728,Rebecca Smith,turnercarla@bennett.com,1022,NYC,2024-04-09,2024-04-29,20,223.94,4478.8,PAID,6.0,False
BKG-013092,PATRICIA KING,aknox@hotmail.com,1048,NYC,2023-11-08,2024-03-03,116,339.0,39324.0,PAID,2.0,False
BKG-007819,DAVE GRIFFIN,craigmariah@clements.org,1060,New York,2023-12-25,2024-03-24,90,310.83,27974.699999999997,UNPAID,6.0,False
BKG-014073,adam cochran,cscott@hotmail.com,1008,los angeles,2023-09-08,2025-04-25,595,349.94,208214.3,UNPAID,3.0,False
BKG-016161,DONALD NELSON,hartrebecca@jones-archer.com,1081,NYC,2024-07-31,2025-04-14,257,120.43,30950.510000000002,PENDING,6.0,False
BKG-007689,Amy Li,gbridges@harper-woods.com,1005,SF,2024-11-28,2025-03-14,106,398.47,42237.82,PAID,5.0,
BKG-015383,  Scott Gray  ,wesleycoleman@yahoo.com,1024,San Francisco,2023-05-06,2024-06-25,416,359.22,149435.52000000002,PENDING,6.0,False
BKG-003790,heidi allison,josephtravis@yahoo.com,1078,New York,2024-01-19,2024-04-18,90,62.64,5637.6,PAID,2.0,True
BKG-005328,  Brianna Hester  ,mary99@murray.com,1004,new york,2024-09-14,2025-03-29,196,90.32,17702.719999999998,PAID,6.0,False
BKG-007219,nancy hill,john66@mckinney-snyder.com,1082,nyc,2024-01-05,2024-09-01,240,191.59,45981.6,PENDING,6.0,True
BKG-011162,Robert Arnold,hodgeszoe@wilson-clark.com,1087,new york,2023-11-16,2024-06-18,215,195.61,42056.15,PAID,3.0,True
BKG-018685,karen gibson,dbonilla@smith.com,1006,San Fran,2023-07-06,2025-01-19,563,177.85,100129.55,PENDING,6.0,True
BKG-016916,Karen Walton PhD,ronaldrobinson@smith.biz,1043,SF,2024-02-28,2025-03-07,373,169.49,63219.770000000004,PAID,6.0,True
BKG-014759,Anne Smith,amatthews@mendez-small.net,1043,nyc,2024-06-18,2024-11-19,154,291.52,44894.079999999994,PENDING,6.0,True
BKG-001543,MARCUS BROWN,lewismaria@hotmail.com,1100,New York,2025-03-17,2025-04-10,24,424.16,10179.84,UNPAID,6.0,True
BKG-002296,  Jeremy Cruz  ,contrerasmaria@richmond-ball.com,1002,Los Angeles,2024-12-03,2025-02-23,82,219.32,17984.239999999998,PAID,1.0,True
BKG-000745,Jade Allen,fisherveronica@hoover-frazier.com,1001,SF,2023-10-10,2023-12-24,75,328.94,24670.5,PENDING,6.0,False
BKG-002651,BRANDY BOWMAN,destiny47@yahoo.com,1087,San Fran,2024-07-06,2024-08-17,42,159.06,6680.52,PAID,4.0,
BKG-019221,JENNIFER COOPER,fcarpenter@buchanan.com,1047,new york,2024-09-12,2024-12-02,81,488.93,39603.33,PAID,6.0,False
BKG-002110,ARTHUR SMITH,priscillajones@davis.com,1086,New York,2025-03-14,2025-03-23,9,498.24,4484.16,PAID,6.0,True
BKG-007923,  Heidi Simmons  ,wheelerwilliam@goodwin.com,1042,nyc,2024-09-19,2025-02-13,147,216.06,31760.82,PAID,3.0,False
BKG-018675,tanya brown,susan30@gmail.com,1009,SF,2023-05-10,2024-01-05,240,294.63,70711.2,UNPAID,4.0,True
BKG-010391,TERESA ESPARZA,tracy74@gmail.com,1099,new york,2024-12-07,2025-04-07,121,300.04,36304.840000000004,PAID,6.0,
BKG-005487,kathryn bray,cookrebekah@hotmail.com,1077,Los Angeles,2024-07-19,2025-04-09,264,364.22,96154.08,UNPAID,1.0,
BKG-019160,  Brandon Buchanan  ,jimmyponce@owens.com,1094,San Francisco,2023-08-29,2024-11-17,446,73.46,32763.159999999996,PAID,2.0,
BKG-018293,Timothy Davis,chloe39@gmail.com,1096,Los Angeles,2024-04-20,2025-03-07,321,286.61,92001.81,PAID,6.0,True
BKG-019717,Brittany Clark,clawrence@hotmail.com,1090,SF,2024-06-17,2024-11-14,150,349.33,52399.5,PENDING,6.0,False
BKG-015863,  Ronald Johnston  ,sharpcarolyn@trevino-glass.biz,1038,San Fran,2025-01-07,2025-01-29,22,156.15,3435.3,PENDING,3.0,True
BKG-002731,jenny martin,brandi94@gmail.com,1079,LA,2024-03-14,2024-10-13,213,306.41,65265.33,PENDING,6.0,
BKG-004810,  Daniel Garcia  ,leemichael@cooper.com,1031,SF,2024-10-02,2024-12-13,72,116.55,8391.6,PENDING,1.0,False
BKG-001885,jeremy fleming,hharvey@lane.com,1009,los angeles,2023-06-30,2024-03-05,249,307.84,76652.15999999999,PENDING,5.0,True
BKG-004323,eric moyer,huntjason@barrett.com,1060,San Francisco,2023-09-19,2025-04-13,572,141.17,80749.23999999999,PENDING,6.0,True
BKG-014922,cheryl taylor,ashley47@yahoo.com,1023,New York,2023-09-27,2024-11-23,423,389.25,164652.75,PAID,2.0,False
BKG-000002,jay ramirez,curtis61@abbott-munoz.com,1048,new york,2024-11-08,2025-05-05,178,69.55,12379.9,PAID,4.0,True
BKG-011391,  Robert Morrison  ,kbrown@hotmail.com,1093,los angeles,2024-12-03,2025-05-05,153,79.11,12103.83,PENDING,6.0,False
BKG-008560,anna kelley,johnsonsuzanne@davis.com,1077,San Fran,2024-04-19,2024-12-05,230,403.87,92890.1,PAID,1.0,False
BKG-005404,JESSICA HORN,mendozajoseph@rubio.com,1087,nyc,2023-08-25,2024-03-20,208,162.52,33804.16,PENDING,6.0,True
BKG-008641,CHRISTOPHER BERG,michaelchen@hotmail.com,1091,NYC,2025-01-22,2025-01-24,2,460.72,921.44,UNPAID,2.0,True
BKG-004477,joseph woods,robersondaniel@torres.biz,1091,San Fran,2023-10-17,2024-03-04,139,419.73,58342.47,UNPAID,4.0,
BKG-013958,Kendra Wilson,michael52@hotmail.com,1063,New York,2024-12-24,2025-04-01,98,143.22,14035.56,PENDING,2.0,
BKG-019023,kelly wilcox,qclark@reed.com,1020,los angeles,2025-03-23,2025-03-30,7,350.56,2453.92,PAID,3.0,
BKG-002846,leslie greer dvm,tracy12@gmail.com,1015,LA,2023-07-22,2024-09-24,430,366.41,157556.30000000002,PAID,5.0,True
BKG-016627,JOSHUA HERNANDEZ,nrodriguez@hotmail.com,1059,New York,2024-04-04,2025-03-17,347,498.44,172958.68,PAID,2.0,False
BKG-007586,  Daniel Solomon  ,janice32@vincent.net,1019,new york,2025-03-26,2025-04-07,12,117.97,1415.6399999999999,PENDING,6.0,False
BKG-009804,jeffrey boyd,ghill@ruiz-keller.com,1095,nyc,2023-09-26,2024-11-28,429,172.51,74006.79,PAID,6.0,False
BKG-006668,tammy flores,robert51@yahoo.com,1001,LA,2023-11-19,2025-03-18,485,467.67,226819.95,PAID,6.0,True
BKG-014750,LINDA GOULD,franciscomarshall@hotmail.com,1052,los angeles,2024-02-10,2024-06-07,118,453.15,53471.7,PENDING,4.0,True
BKG-016399,christopher murphy,susan16@gmail.com,1012,new york,2023-12-10,2024-03-13,94,233.59,21957.46,PENDING,6.0,False
BKG-006902,CRYSTAL MOODY,jennifer02@gmail.com,1051,NYC,2023-04-28,2024-10-27,548,416.92,228472.16,PAID,6.0,False
BKG-013332,KRISTIE ORR,adriana46@gmail.com,1010,San Francisco,2023-12-26,2025-03-09,439,183.85,80710.15,PENDING,6.0,False
BKG-000788,Jessica Olson,jefferygoodman@curtis.com,1064,LA,2024-09-29,2024-11-25,57,399.67,22781.190000000002,PENDING,6.0,False
BKG-013961,tammy baker,villaclayton@pham.com,1015,Los Angeles,2024-12-31,2025-02-01,32,88.57,2834.24,PAID,5.0,True
BKG-015066,BRANDY LEE,evanharvey@yahoo.com,1097,San Fran,2024-09-07,2024-12-20,104,224.13,23309.52,PAID,6.0,
BKG-015497,jacob bullock,gscott@morgan-bailey.com,1064,New York,2024-06-06,2025-05-12,340,201.58,68537.2,PENDING,2.0,False
BKG-019750,JAMIE JONES,qcobb@doyle-brown.com,1090,nyc,2024-11-22,2024-11-30,8,408.58,3268.64,PAID,6.0,True
BKG-007694,michael rogers,adrianmorrison@yahoo.com,1015,SF,2024-09-15,2024-12-31,107,337.14,36073.979999999996,PAID,5.0,
BKG-019867,VERONICA BARRERA,simpsonlinda@smith-sweeney.biz,1003,LA,2023-08-17,2024-08-07,356,302.5,107690.0,PENDING,3.0,False
BKG-016020,Devin Villanueva,richardcarlson@gmail.com,1066,San Fran,2024-10-27,2025-05-08,193,390.64,75393.52,UNPAID,1.0,True
BKG-001616,  Jacqueline Hall  ,flemingwhitney@gmail.com,1053,NYC,2024-09-20,2024-11-11,52,183.35,9534.199999999999,UNPAID,6.0,True
BKG-008111,christopher martinez,elizabethreyes@hotmail.com,1010,los angeles,2024-11-05,2025-03-14,129,485.3,62603.700000000004,PENDING,6.0,True
BKG-017062,  Lawrence Powell  ,kimberlywilson@gmail.com,1052,nyc,2023-12-16,2024-10-15,304,240.0,72960.0,PAID,1.0,False
BKG-019150,Jason Alvarado,juliaparker@yahoo.com,1010,los angeles,2023-07-12,2024-10-07,453,393.49,178250.97,PAID,2.0,True
BKG-007764,Carol Bradley,matthewfisher@ramirez-skinner.com,1066,new york,2024-01-14,2024-03-09,55,255.96,14077.800000000001,PENDING,6.0,True
BKG-015376,  Sarah Smith  ,shawn29@hotmail.com,1089,San Fran,2023-08-18,2024-10-07,416,312.91,130170.56000000001,PAID,2.0,False
BKG-003133,Sherri Barnes,sean91@gmail.com,1038,new york,2023-06-03,2024-04-05,307,385.65,118394.54999999999,PENDING,5.0,
BKG-007972,samantha duffy,karen17@gates.com,1038,los angeles,2024-02-21,2025-03-14,387,120.25,46536.75,PENDING,6.0,True
BKG-013709,Dr. Todd Cooke,sharontaylor@king-martinez.com,1019,SF,2024-08-21,2024-10-17,57,430.84,24557.879999999997,PENDING,6.0,
BKG-006849,KYLE FLORES,lindaacevedo@yahoo.com,1081,New York,2024-10-18,2024-12-28,71,165.51,11751.21,PENDING,4.0,False
BKG-010441,  Jeffrey Bernard  ,vharris@gmail.com,1064,San Fran,2023-11-11,2024-02-12,93,364.49,33897.57,PENDING,2.0,True
BKG-013123,LISA BRADLEY,jillian95@pena-copeland.biz,1008,NYC,2023-05-28,2023-10-24,149,50.31,7496.1900000000005,UNPAID,6.0,False
BKG-018087,lisa zimmerman,xmalone@hotmail.com,1033,San Fran,2025-04-06,2025-05-09,33,391.19,12909.27,PAID,6.0,True
BKG-009148,JENNIFER MOLINA,dhahn@hotmail.com,1089,San Francisco,2024-09-13,2025-03-28,196,99.12,19427.52,PENDING,6.0,True
BKG-000486,corey hill,rlambert@gmail.com,1087,new york,2023-08-22,2024-03-21,212,53.54,11350.48,PENDING,3.0,False
BKG-000783,Beth Alvarado,fosteramanda@stewart-cabrera.com,1063,LA,2025-01-31,2025-03-14,42,278.7,11705.4,PENDING,6.0,
BKG-018127,gregory west,hancockphilip@yahoo.com,1096,Los Angeles,2025-03-13,2025-04-26,44,413.71,18203.239999999998,PAID,6.0,False
BKG-002047,  William Brown  ,kathleenthompson@carter-lewis.com,1086,SF,2024-05-10,2025-01-21,256,302.09,77335.04,UNPAID,3.0,True
BKG-006499,LORI FIELDS,sharonklein@vincent.biz,1056,nyc,2024-01-20,2024-08-22,215,318.62,68503.3,PENDING,1.0,False
BKG-013268,  Steven Walsh  ,monicahudson@ponce.com,1083,new york,2023-07-06,2024-07-22,382,141.52,54060.64000000001,PAID,4.0,True
BKG-012663,LYNN MURPHY,thomasjessica@watson.com,1090,nyc,2024-01-25,2025-03-26,426,76.55,32610.3,UNPAID,1.0,False
BKG-001439,angela barnett,williamscarl@hotmail.com,1010,los angeles,2023-06-04,2024-09-21,475,357.33,169731.75,PAID,6.0,
BKG-015030,  Joshua Jackson  ,xmontoya@gmail.com,1056,nyc,2024-11-29,2025-03-10,101,108.46,10954.46,UNPAID,6.0,False
BKG-004811,KARA JOHNSON,mschultz@price.com,1062,nyc,2024-11-21,2024-11-22,1,120.54,120.54,PENDING,2.0,False
BKG-015021,David Blair,brandi62@yahoo.com,1042,San Francisco,2025-02-12,2025-05-02,79,326.53,25795.87,UNPAID,5.0,
BKG-009373,ANGELA NELSON,flin@wade-davis.biz,1085,LA,2025-02-07,2025-03-13,34,51.87,1763.58,PENDING,1.0,
BKG-014844,Yvonne Delgado,evanwalls@hotmail.com,1040,new york,2024-09-29,2025-03-06,158,442.22,69870.76000000001,PAID,5.0,True
BKG-018490,James Young,longjessica@hotmail.com,1000,NYC,2023-09-13,2023-11-26,74,245.92,18198.079999999998,PENDING,2.0,False
BKG-012993,CATHERINE SANCHEZ,chris62@camacho.com,1044,nyc,2023-04-23,2025-03-21,698,351.87,245605.26,UNPAID,2.0,True
BKG-015506,Shannon Berry,fergusonjames@yahoo.com,1079,Los Angeles,2023-11-08,2024-05-24,198,443.19,87751.62,PENDING,6.0,True
BKG-015545,Stephen Foster,patricia55@yahoo.com,1011,los angeles,2024-11-28,2025-01-01,34,143.41,4875.94,UNPAID,6.0,
BKG-018859,john adkins,carolyn49@hanna.com,1074,LA,2023-04-24,2024-03-31,342,68.99,23594.579999999998,UNPAID,3.0,False
BKG-005389,alexis clark,durantamara@miller.org,1069,NYC,2023-10-23,2024-12-12,416,253.2,105331.2,PAID,6.0,False
BKG-017272,YESENIA PETERS,nvaldez@hotmail.com,1012,new york,2025-03-13,2025-05-10,58,406.74,23590.920000000002,PAID,2.0,
BKG-015121,Austin Brooks,mary24@gmail.com,1056,Los Angeles,2024-12-10,2025-05-03,144,158.19,22779.36,PENDING,6.0,True
BKG-015258,MARTIN TRAN,cody23@williams.com,1030,nyc,2023-12-02,2024-05-07,157,80.69,12668.33,PENDING,5.0,
BKG-005257,Zachary Allison,jwyatt@park.info,1023,Los Angeles,2024-07-10,2024-08-30,51,387.3,19752.3,PAID,6.0,True
BKG-015446,MADISON HANSON,daltondavenport@yahoo.com,1018,new york,2025-01-22,2025-05-09,107,120.95,12941.65,UNPAID,6.0,True
BKG-003301,  Michelle Dawson  ,kathleenwebster@mcdaniel-shaw.com,1100,Los Angeles,2024-01-22,2024-03-02,40,151.07,6042.799999999999,PENDING,6.0,True
BKG-006843,  Cynthia Russo  ,vanessa76@gmail.com,1019,Los Angeles,2024-11-18,2025-03-20,122,347.45,42388.9,PENDING,6.0,True
BKG-005411,douglas kelly,abigailsmith@blackburn.biz,1063,NYC,2025-04-17,2025-05-16,29,189.73,5502.17,PENDING,6.0,False
BKG-000550,  Christine Cohen  ,robertsonrenee@yahoo.com,1090,SF,2025-03-11,2025-03-16,5,228.24,1141.2,PAID,6.0,True
BKG-017106,MALLORY RASMUSSEN,davidshelton@hancock.com,1051,New York,2024-05-05,2024-08-12,99,94.98,9403.02,UNPAID,1.0,True
BKG-003264,Paul Burns,anthonyedwards@andrews-keller.org,1054,Los Angeles,2024-09-01,2025-03-27,207,391.88,81119.16,UNPAID,6.0,
BKG-011109,Eugene Cunningham,allenmatthew@carter.com,1036,nyc,2023-12-20,2025-01-30,407,416.74,169613.18,PENDING,5.0,
BKG-007292,JACOB CARSON,chad82@hall-vazquez.com,1098,San Francisco,2023-06-02,2023-10-25,145,331.79,48109.55,PAID,6.0,False
BKG-016447,louis randolph,jessica98@gmail.com,1004,nyc,2024-12-08,2024-12-20,12,409.62,4915.4400000000005,PENDING,6.0,True
BKG-000400,MR. MICHAEL WATSON PHD,iwhite@hotmail.com,1009,New York,2024-10-05,2025-01-01,88,488.74,43009.12,UNPAID,6.0,False
BKG-006605,christine padilla,joshuadawson@gmail.com,1019,New York,2024-12-12,2025-03-05,83,341.54,28347.820000000003,UNPAID,4.0,True
BKG-018530,JOHN TAYLOR,sgomez@hotmail.com,1005,los angeles,2024-08-27,2024-10-29,63,305.93,19273.59,PAID,4.0,
BKG-012914,kara becker,chasesmith@baird-miller.info,1035,Los Angeles,2024-12-07,2025-03-18,101,295.54,29849.54,PAID,4.0,
BKG-016484,KENNETH THOMPSON,masonhernandez@gmail.com,1080,NYC,2024-11-08,2024-12-05,27,214.36,5787.72,UNPAID,6.0,
BKG-013253,Linda Diaz,amandaward@atkinson-abbott.com,1079,los angeles,2024-10-24,2025-01-01,69,76.0,5244.0,PENDING,6.0,
BKG-004508,ROBERT MORGAN,chandlersharon@gmail.com,1011,los angeles,2023-07-25,2023-08-10,16,165.05,2640.8,PAID,6.0,True
BKG-012919,casey montgomery,judytaylor@hotmail.com,1030,San Fran,2025-03-25,2025-04-01,7,425.9,2981.2999999999997,UNPAID,6.0,
BKG-016534,NATASHA MARQUEZ,kevingomez@gmail.com,1080,NYC,2024-05-24,2025-04-10,321,380.9,122268.9,PAID,6.0,False
BKG-001069,katherine young,hlawson@foster.com,1045,new york,2024-07-08,2024-10-28,112,475.22,53224.64,PAID,1.0,True
BKG-016498,MRS. DEBBIE ELLIOTT,alexandriaschultz@cobb.com,1088,SF,2024-04-02,2025-01-30,303,332.02,100602.06,PAID,3.0,True
BKG-000665,  Lisa Ramos  ,trowe@gmail.com,1039,LA,2023-05-20,2024-07-10,417,170.36,71040.12000000001,PAID,1.0,True
BKG-016784,CODY FARRELL,amoon@yahoo.com,1093,Los Angeles,2024-03-20,2025-05-08,414,360.39,149201.46,PENDING,3.0,True
BKG-001699,william molina,kylescott@gmail.com,1099,new york,2024-12-26,2025-02-23,59,481.92,28433.280000000002,PENDING,5.0,
BKG-007065,WILLIAM BOWEN,pamelathomas@hotmail.com,1045,LA,2024-04-18,2024-06-16,59,400.89,23652.51,UNPAID,6.0,True
BKG-006861,WILLIAM COMPTON,brianphillips@russell.com,1040,new york,2023-11-02,2024-09-30,333,53.93,17958.69,PAID,3.0,False
BKG-008128,MICHAEL HERNANDEZ,williammaldonado@hotmail.com,1025,NYC,2023-11-07,2024-09-08,306,166.84,51053.04,PAID,6.0,True
BKG-000091,Audrey Williams,wendy11@clay.biz,1058,new york,2024-04-08,2025-01-21,288,369.27,106349.76,PAID,4.0,
BKG-009819,MITCHELL REYNOLDS,patrickbutler@johnson.com,1000,New York,2025-04-10,2025-04-14,4,361.07,1444.28,PENDING,3.0,
BKG-001349,CARLA PETERSON DDS,writter@bell.biz,1004,SF,2023-07-11,2025-03-29,627,327.41,205286.07,PENDING,1.0,False
BKG-003777,Raymond Gonzalez,xbraun@hudson-rodriguez.info,1059,San Fran,2023-06-06,2024-10-05,487,80.58,39242.46,PENDING,6.0,
BKG-019175,brittany anderson,gillchristopher@nguyen.com,1009,Los Angeles,2023-09-03,2025-01-29,514,257.51,132360.13999999998,PENDING,2.0,True
BKG-007705,Tom Jones,joseph84@yahoo.com,1038,San Fran,2023-07-24,2024-12-07,502,50.41,25305.82,PENDING,3.0,True
BKG-012106,JESSICA THOMPSON,tlee@peterson.com,1078,San Fran,2024-08-12,2025-04-03,234,164.09,38397.06,PAID,6.0,
BKG-005409,TIMOTHY BURNETT,whogan@gmail.com,1044,los angeles,2023-12-17,2024-06-12,178,422.25,75160.5,PENDING,3.0,False
BKG-014760,Anita Martin,franklindaniel@hotmail.com,1076,New York,2023-08-15,2025-03-14,577,84.22,48594.94,PENDING,6.0,True
BKG-017770,  Tricia Hernandez  ,james66@hotmail.com,1008,NYC,2023-10-12,2024-01-21,101,140.19,14159.19,PAID,6.0,True
BKG-003400,vicki lopez,kellygrimes@gmail.com,1050,New York,2023-06-26,2024-01-09,197,442.55,87182.35,PAID,6.0,
BKG-012598,  Gwendolyn Parker  ,lgamble@davis.com,1090,San Francisco,2024-07-22,2025-02-05,198,104.21,20633.579999999998,PAID,6.0,True
BKG-012823,ROBYN ROSS,regina24@gmail.com,1064,LA,2024-06-29,2024-11-03,127,228.7,29044.899999999998,PAID,6.0,False
BKG-019062,  Jessica Aguirre  ,schwartzamy@hotmail.com,1004,LA,2024-08-03,2024-11-01,90,322.96,29066.399999999998,UNPAID,4.0,False
BKG-015604,Peter Schultz,michael85@gmail.com,1020,New York,2023-09-03,2024-04-06,216,227.88,49222.08,PAID,1.0,False
BKG-018405,  Benjamin Gentry  ,kristinaatkins@wright.net,1008,NYC,2024-10-24,2025-04-12,170,97.87,16637.9,PAID,6.0,
BKG-004418,THOMAS MEYER,wmason@williams.com,1068,nyc,2025-02-15,2025-03-02,15,234.49,3517.3500000000004,PENDING,4.0,True
BKG-012989,wendy smith,wmeyer@hotmail.com,1025,New York,2023-12-25,2024-08-17,236,86.98,20527.280000000002,PENDING,6.0,False
BKG-008458,  James Reid  ,ferrellhannah@taylor-cook.com,1025,los angeles,2024-02-21,2024-07-21,151,455.81,68827.31,PENDING,6.0,True
BKG-019106,lauren torres,jennifer29@russell.com,1019,new york,2024-06-14,2025-02-15,246,192.35,47318.1,PAID,6.0,True
BKG-009633,  Anthony Johnson  ,markmccormick@hotmail.com,1038,San Fran,2023-11-20,2024-06-07,200,428.07,85614.0,PENDING,6.0,True
BKG-009858,anthony davis,emilynguyen@gill-mahoney.biz,1073,San Francisco,2024-07-23,2024-08-27,35,183.49,6422.150000000001,PAID,6.0,True
BKG-015416,  Shelby Kerr  ,erika38@yahoo.com,1064,new york,2024-09-24,2025-05-19,237,125.25,29684.25,PENDING,6.0,True
BKG-003061,Mark Gardner,alexanderolivia@cabrera.com,1003,Los Angeles,2024-01-21,2024-09-15,238,125.36,29835.68,PAID,5.0,True
BKG-000889,RANDY HERNANDEZ,ujohnson@lucero.com,1022,San Francisco,2023-09-13,2024-03-17,186,131.73,24501.78,PAID,2.0,False
BKG-001963,Clifford Jenkins,kimberly90@hotmail.com,1027,San Fran,2024-04-07,2025-05-06,394,401.15,158053.09999999998,PENDING,4.0,
BKG-012062,Nicholas Cortez,werneramy@yahoo.com,1001,NYC,2024-08-13,2025-02-20,191,190.4,36366.4,PAID,2.0,
BKG-002268,  Rachel Martin  ,brittanywhite@yahoo.com,1022,LA,2024-03-24,2025-03-03,344,179.44,61727.36,PENDING,5.0,False
BKG-017198,Sean Erickson,baileyrichard@hotmail.com,1011,San Fran,2023-05-04,2023-12-25,235,79.68,18724.800000000003,PAID,2.0,True
BKG-017938,DOUGLAS YODER,fanderson@brown.com,1078,NYC,2025-02-13,2025-05-04,80,246.43,19714.4,PAID,6.0,False
BKG-009716,joy lamb,hufftimothy@hotmail.com,1081,los angeles,2023-09-03,2024-10-10,403,348.39,140401.16999999998,UNPAID,1.0,
BKG-006839,lisa burns,halexander@yahoo.com,1080,new york,2024-02-12,2024-09-23,224,248.35,55630.4,PAID,6.0,
BKG-010218,lisa beck,christopherparks@lewis.net,1063,Los Angeles,2024-09-16,2025-02-01,138,161.56,22295.28,PAID,4.0,True
BKG-015687,IAN FLEMING,millerjason@johnson-church.net,1055,Los Angeles,2025-01-15,2025-03-01,45,343.66,15464.7,PAID,5.0,False
BKG-015013,angel perkins,aguilarjustin@joseph-davis.net,1030,nyc,2023-09-01,2024-03-27,208,480.31,99904.48,PAID,6.0,True
BKG-015055,jason norman,walteredwards@martinez-brooks.org,1064,Los Angeles,2024-11-23,2025-04-04,132,244.72,32303.04,PAID,4.0,True
BKG-003883,MITCHELL BARBER,sdalton@hotmail.com,1014,new york,2023-08-25,2023-10-09,45,329.3,14818.5,PENDING,5.0,False
BKG-006755,  Anna Hunter  ,andersonbenjamin@baldwin-johnson.net,1056,LA,2024-07-22,2025-03-05,226,104.78,23680.28,PENDING,6.0,False
BKG-019398,william singh,dunnkeith@gmail.com,1029,NYC,2024-01-02,2024-10-06,278,290.61,80789.58,PENDING,5.0,False
BKG-011930,amy duarte,wesley94@yahoo.com,1023,new york,2023-09-17,2024-09-04,353,133.73,47206.689999999995,PENDING,6.0,
BKG-000809,Samantha Beard,roconnell@mckee.com,1042,new york,2024-05-24,2024-10-08,137,207.7,28454.899999999998,UNPAID,3.0,False
BKG-008290,JULIE GREENE,dramirez@brown.com,1003,nyc,2025-04-21,2025-05-19,28,128.67,3602.7599999999998,UNPAID,6.0,
BKG-015801,Tracey Salazar,lhopkins@holt-russell.biz,1014,New York,2023-09-01,2024-08-11,345,362.79,125162.55,PENDING,6.0,
BKG-001764,DONALD MCKAY,daniel73@combs-stone.com,1024,San Fran,2023-09-29,2024-08-03,309,466.91,144275.19,PENDING,3.0,True
BKG-007002,MEGAN GENTRY,jeffreywilliams@wallace.com,1011,los angeles,2023-05-18,2023-10-04,139,242.58,33718.62,PENDING,6.0,True
BKG-008648,  Lindsey Moore  ,hubbardjoshua@munoz-harris.biz,1010,los angeles,2024-11-23,2025-03-22,119,96.66,11502.539999999999,PENDING,6.0,True
BKG-010471,JACOB WAGNER,elizabethparker@foley-sutton.com,1059,Los Angeles,2025-02-14,2025-05-16,91,261.24,23772.84,UNPAID,4.0,
BKG-010813,elizabeth barber,shirley24@hotmail.com,1015,nyc,2023-04-26,2023-06-06,41,476.53,19537.73,PENDING,5.0,False
BKG-003431,Jody Lopez,cparsons@todd.com,1018,LA,2024-01-24,2024-10-08,258,200.69,51778.02,PENDING,4.0,True
BKG-000064,Jerry Wheeler,halljasmine@hotmail.com,1056,new york,2025-02-17,2025-04-02,44,234.49,10317.560000000001,UNPAID,6.0,
BKG-004210,sarah sanders,colemanlance@hotmail.com,1027,new york,2024-09-16,2025-02-17,154,288.02,44355.079999999994,PENDING,6.0,False
BKG-005324,david johns,dmartin@barry-bonilla.com,1045,Los Angeles,2025-04-03,2025-05-07,34,368.69,12535.46,UNPAID,2.0,False
BKG-002355,PATRICIA HUDSON,amandadavis@davis-jones.net,1083,NYC,2024-12-19,2025-05-14,146,456.49,66647.54000000001,UNPAID,6.0,True
BKG-003758,Ms. Amanda Wilkins,jamesbutler@yahoo.com,1024,San Francisco,2024-06-13,2024-11-06,146,134.46,19631.16,PAID,4.0,True
BKG-014217,MICHAEL JONES,johnsonstephanie@hotmail.com,1016,nyc,2025-03-01,2025-04-27,57,155.82,8881.74,UNPAID,3.0,False
BKG-001325,DAVID KOCH,zchapman@yahoo.com,1086,New York,2025-02-09,2025-03-26,45,383.89,17275.05,PENDING,6.0,True
BKG-019248,Linda Stone,michael92@hotmail.com,1033,LA,2023-08-08,2025-03-28,598,332.91,199080.18000000002,PENDING,6.0,False
BKG-008701,  Pamela Coleman  ,cooperemily@mullins-turner.org,1096,SF,2024-08-22,2025-04-13,234,61.27,14337.18,PENDING,5.0,True
BKG-000748,JACKIE JONES,mturner@bird-garcia.net,1075,SF,2024-12-26,2025-04-15,110,70.22,7724.2,UNPAID,2.0,False
BKG-001081,  Michael Ellis  ,katherinepeterson@hotmail.com,1036,Los Angeles,2024-04-01,2024-12-13,256,239.1,61209.6,PENDING,1.0,True
BKG-011882,  Zachary Garcia  ,greenlaurie@frost.com,1028,los angeles,2023-06-05,2024-03-14,283,141.38,40010.54,PENDING,1.0,False
BKG-005551,Thomas Lewis,hannahsanders@gmail.com,1010,nyc,2024-06-18,2025-01-28,224,275.18,61640.32,PENDING,6.0,
BKG-017324,Kelsey Chandler,lisa95@hotmail.com,1025,new york,2023-07-22,2023-11-10,111,238.4,26462.4,PENDING,6.0,False
BKG-018371,jamie brown,ronald46@hotmail.com,1044,Los Angeles,2024-04-13,2024-11-27,228,94.64,21577.920000000002,PENDING,1.0,False
BKG-000212,John Jones,jennifersimpson@hotmail.com,1017,SF,2023-09-20,2024-09-09,355,191.31,67915.05,PENDING,6.0,
BKG-009551,keith norris,campbelljay@yahoo.com,1028,los angeles,2023-11-23,2024-01-14,52,369.14,19195.28,PAID,1.0,False
BKG-000233,ASHLEY GREER PHD,colemichael@gmail.com,1049,San Francisco,2024-03-28,2024-06-27,91,263.67,23993.97,PENDING,3.0,True
BKG-019212,CHRISTINE FERNANDEZ DVM,kimberly09@rios.com,1005,new york,2025-02-14,2025-04-27,72,434.2,31262.399999999998,PENDING,6.0,True
BKG-009063,  Victoria Solomon  ,schultzdale@gmail.com,1100,LA,2024-11-05,2025-01-13,69,104.62,7218.780000000001,UNPAID,3.0,True
